code,ctp_eng,ctp_kor
42210104,Geumho-dong,금호동
42210105,Cheonghak-dong,청학동
42210106,Gyo-dong,교동
42210107,Nohak-dong,노학동
42210108,Joyang-dong,조양동
42210109,Cheongho-dong,청호동
42210110,Daepo-dong,대포동
42210111,Domun-dong,도문동
42210112,Seorak-dong,설악동
42210113,Jangsa-dong,장사동
42230101,Seongnae-dong,성내동
42230102,Seongbuk-dong,성북동
42230103,Eupsang-dong,읍상동
42230104,Eupjung-dong,읍중동
42230105,Dangjeo-dong,당저동
42230106,Gyo-dong,교동
42230107,Galcheon-dong,갈천동
42230108,Jeungsan-dong,증산동
42230109,Uji-dong,우지동
42230110,Madal-dong,마달동
42230111,Jawon-dong,자원동
42230112,Pyeongjeon-dong,평전동
42230113,Deungbong-dong,등봉동
42230114,Dogyeong-dong,도경동
42230115,Mapyeong-dong,마평동
42230116,Osa-dong,오사동
42230117,Geonji-dong,건지동
42230118,Wondang-dong,원당동
42230119,Seongnam-dong,성남동
42230120,Namyang-dong,남양동
42230121,Sajik-dong,사직동
42230122,Obun-dong,오분동
42230123,Jeongno-dong,적노동
42230124,Jobi-dong,조비동
42230125,Jeongsang-dong,정상동
42230126,Jeongha-dong,정하동
42230127,Geunsan-dong,근산동
42230250,Dogye-eup,도계읍
42230253,Wondeok-eup,원덕읍
42230310,Geundeok-myeon,근덕면
42230320,Hajang-myeon,하장면
42230330,Nogok-myeon,노곡면
42230340,Miro-myeon,미로면
42230350,Gagok-myeon,가곡면
42230360,Singi-myeon,신기면
42720250,Hongcheon-eup,홍천읍
42720310,Hwachon-myeon,화촌면
42720320,Duchon-myeon,두촌면
42720330,Naechon-myeon,내촌면
42720340,Seoseok-myeon,서석면
42720350,Dong-myeon,동면
42720360,Nam-myeon,남면
42720370,Seo-myeon,서면
42720380,Bukbang-myeon,북방면
42720390,Nae-myeon,내면
42730250,Hoengseong-eup,횡성읍
42730310,Ucheon-myeon,우천면
42730320,Anheung-myeon,안흥면
42730330,Dunnae-myeon,둔내면
42730340,Gapcheon-myeon,갑천면
42730350,Cheongil-myeon,청일면
42730360,Gonggeun-myeon,공근면
42730370,Seowon-myeon,서원면
42730380,Gangnim-myeon,강림면
42750250,Yeongwol-eup,영월읍
42750253,Sangdong-eup,상동읍
42750310,Jungdong-myeon,중동면
42750325,Gimsatgat-myeon,김삿갓면
42750330,Buk-myeon,북면
42750340,Nam-myeon,남면
42750355,Hanbando-myeon,한반도면
42750360,Jucheon-myeon,주천면
42750380,Mureungdowon-myeon,무릉도원면
42760250,Pyeongchang-eup,평창읍
42760310,Mitan-myeon,미탄면
42760320,Bangnim-myeon,방림면
42760330,Daehwa-myeon,대화면
42760340,Bongpyeong-myeon,봉평면
42760350,Yongpyeong-myeon,용평면
42760360,Jinbu-myeon,진부면
42760380,Daegwallyeong-myeon,대관령면
42770250,Jeongseon-eup,정선읍
42770253,Gohan-eup,고한읍
42770256,Sabuk-eup,사북읍
42770259,Sindong-eup,신동읍
42770320,Nam-myeon,남면
42770340,Bukpyeong-myeon,북평면
42770350,Imgye-myeon,임계면
42770360,Hwaam-myeon,화암면
42770370,Yeoryang-myeon,여량면
42780250,Cheorwon-eup,철원읍
42780253,Gimhwa-eup,김화읍
42780256,Galmal-eup,갈말읍
42780259,Dongsong-eup,동송읍
42780310,Seo-myeon,서면
42780320,Geunnam-myeon,근남면
42780330,Geunbuk-myeon,근북면
42780340,Geundong-myeon,근동면
42780350,Wondong-myeon,원동면
42780360,Wonnam-myeon,원남면
42780370,Imnam-myeon,임남면
42790250,Hwacheon-eup,화천읍
42790310,Gandong-myeon,간동면
42790320,Hanam-myeon,하남면
42790330,Sangseo-myeon,상서면
42790340,Sanae-myeon,사내면
42800250,Yanggu-eup,양구읍
42800310,Nam-myeon,남면
42800320,Dong-myeon,동면
42800330,Bangsan-myeon,방산면
42800340,Haean-myeon,해안면
42810250,Inje-eup,인제읍
42810310,Nam-myeon,남면
42810320,Buk-myeon,북면
42810330,Girin-myeon,기린면
42810340,Seohwa-myeon,서화면
42810350,Sangnam-myeon,상남면
42820250,Ganseong-eup,간성읍
42820253,Geojin-eup,거진읍
42820310,Hyeonnae-myeon,현내면
42820320,Jugwang-myeon,죽왕면
42820330,Toseong-myeon,토성면
42820340,Sudong-myeon,수동면
42830250,Yangyang-eup,양양읍
42830310,Seo-myeon,서면
42830320,Sonyang-myeon,손양면
42830330,Hyeonbuk-myeon,현북면
42830340,Hyeonnam-myeon,현남면
42830350,Ganghyeon-myeon,강현면
43111101,Yeong-dong,영동
43111102,Bungmunno 1(il)-ga,북문로1가
43111103,Bungmunno 2(i)-ga,북문로2가
43111104,Bungmunno 3(sam)-ga,북문로3가
43111105,Nammunno 1(il)-ga,남문로1가
43111106,Nammunno 2(i)-ga,남문로2가
43111107,Munhwa-dong,문화동
43111108,Seoun-dong,서운동
43111109,Seomun-dong,서문동
43111110,Namju-dong,남주동
43111111,Seokgyo-dong,석교동
43111112,Su-dong,수동
43111117,Tap-dong,탑동
43111118,Daeseong-dong,대성동
43111119,Yeongun-dong,영운동
43111120,Geumcheon-dong,금천동
43111121,Yongdam-dong,용담동
43111122,Myeongam-dong,명암동
43111123,Sanseong-dong,산성동
43111124,Yongam-dong,용암동
43111125,Yongjeong-dong,용정동
43111126,Bangseo-dong,방서동
43111127,Pyeongchon-dong,평촌동
43111128,Jibuk-dong,지북동
43111129,Undong-dong,운동동
43111130,Woro-dong,월오동
43111310,Nangseong-myeon,낭성면
43111320,Miwon-myeon,미원면
43111330,Gadeok-myeon,가덕면
43111340,Namil-myeon,남일면
43111350,Munui-myeon,문의면
43112101,Sajik-dong,사직동
43112102,Sachang-dong,사창동
43112103,Mochung-dong,모충동
43112104,Sannam-dong,산남동
43112105,Mipyeong-dong,미평동
43112106,Bunpyeong-dong,분평동
43112107,Sugok-dong,수곡동
43112108,Seonghwa-dong,성화동
43112109,Gaesin-dong,개신동
43112110,Jungnim-dong,죽림동
43112111,Jangseong-dong,장성동
43112112,Jangam-dong,장암동
43112310,Nami-myeon,남이면
43112320,Hyeondo-myeon,현도면
43113104,Uncheon-dong,운천동
43113105,Sinbong-dong,신봉동
43113113,Gagyeong-dong,가경동
43113114,Bokdae-dong,복대동
43113115,Bongmyeong-dong,봉명동
43113116,Songjeong-dong,송정동
43113117,Gangseo-dong,강서동
43113118,Seokgok-dong,석곡동
43113119,Hyuam-dong,휴암동
43113120,Sinjeon-dong,신전동
43113121,Hyeonam-dong,현암동
43113122,Dongmak-dong,동막동
43113123,Suui-dong,수의동
43113124,Jidong-dong,지동동
43113125,Seochon-dong,서촌동
43113126,Sinseong-dong,신성동
43113127,Pyeong-dong,평동
43113128,Sindae-dong,신대동
43113129,Namchon-dong,남촌동
43113130,Naegok-dong,내곡동
43113131,Sangsin-dong,상신동
43113132,Wonpyeong-dong,원평동
43113133,Munam-dong,문암동
43113134,Songjeol-dong,송절동
43113135,Hwagye-dong,화계동
43113136,Oebuk-dong,외북동
43113137,Hyangjeong-dong,향정동
43113138,Biha-dong,비하동
43113139,Seokso-dong,석소동
43113140,Jeongbong-dong,정봉동
43113141,Sinchon-dong,신촌동
43113250,Osong-eup,오송읍
43113310,Gangnae-myeon,강내면
43113320,Oksan-myeon,옥산면
43114101,Uam-dong,우암동
43114102,Naedeok-dong,내덕동
43114103,Yullyang-dong,율량동
43114104,Sacheon-dong,사천동
43114105,Juseong-dong,주성동
43114106,Jujung-dong,주중동
43114107,Jeongsang-dong,정상동
43114108,Jeongha-dong,정하동
43114109,Jeongbuk-dong,정북동
43114110,Odong-dong,오동동
43114111,Oenam-dong,외남동
43114112,Oepyeong-dong,외평동
43114113,Oeha-dong,외하동
43114250,Naesu-eup,내수읍
43114253,Ochang-eup,오창읍
43114310,Bugi-myeon,북이면
43130101,Seongnae-dong,성내동
43130102,Seongnam-dong,성남동
43130103,Seongseo-dong,성서동
43130104,Chungin-dong,충인동
43130105,Gyohyeon-dong,교현동
43130106,Yongsan-dong,용산동
43130107,Hoam-dong,호암동
43130108,Jik-dong,직동
43130109,Danwol-dong,단월동
43130110,Pung-dong,풍동
43130111,Gaju-dong,가주동
43130112,Yonggwan-dong,용관동
43130113,Yongdu-dong,용두동
43130114,Dalcheon-dong,달천동
43130115,Bongbang-dong,봉방동
43130116,Chilgeum-dong,칠금동
43130118,Yeonsu-dong,연수동
43130119,Mokhaeng-dong,목행동
43130120,Yongtan-dong,용탄동
43130121,Jongmin-dong,종민동
43130122,Allim-dong,안림동
43130123,Mokbeol-dong,목벌동
43130124,Chungui-dong,충의동
43130125,Jihyeon-dong,지현동
43130127,Munhwa-dong,문화동
43130128,Geumneung-dong,금릉동
43130250,Judeok-eup,주덕읍
43130310,Salmi-myeon,살미면
43130325,Suanbo-myeon,수안보면
43130335,Daesowon-myeon,대소원면
43130350,Sinni-myeon,신니면
43130360,Noeun-myeon,노은면
43130370,Angseong-myeon,앙성면
43130385,Jungangtap-myeon,중앙탑면
43130390,Geumga-myeon,금가면
43130400,Dongnyang-myeon,동량면
43130410,Sancheok-myeon,산척면
43130420,Eomjeong-myeon,엄정면
43130430,Sotae-myeon,소태면
43150101,Uirim-dong,의림동
43150102,Seobu-dong,서부동
43150103,Donghyeon-dong,동현동
43150104,Namcheon-dong,남천동
43150105,Gyo-dong,교동
43150106,Jungangno 1(il)-ga,중앙로1가
43150107,Jungangno 2(i)-ga,중앙로2가
43150108,Myeong-dong,명동
43150109,Hwasan-dong,화산동
43150110,Yeongcheon-dong,영천동
43150111,Haso-dong,하소동
43150112,Sinwol-dong,신월동
43150113,Cheongjeon-dong,청전동
43150114,Mosan-dong,모산동
43150115,Goam-dong,고암동
43150116,Jangnak-dong,장락동
43150117,Heukseok-dong,흑석동
43150118,Duhak-dong,두학동
43150119,Gomyeong-dong,고명동
43150120,Sinbaek-dong,신백동
43150121,Gangje-dong,강제동
43150122,Myeongji-dong,명지동
43150123,Sangok-dong,산곡동
43150124,Wangam-dong,왕암동
43150125,Cheonnam-dong,천남동
43150126,Sin-dong,신동
43150127,Jajak-dong,자작동
43150128,Daerang-dong,대랑동
43150250,Bongyang-eup,봉양읍
43150310,Geumseong-myeon,금성면
43150320,Cheongpung-myeon,청풍면
43150330,Susan-myeon,수산면
43150340,Deoksan-myeon,덕산면
43150350,Hansu-myeon,한수면
43150360,Baegun-myeon,백운면
43150380,Songhak-myeon,송학면
43720250,Boeun-eup,보은읍
43720315,Songnisan-myeon,속리산면
43720325,Jangan-myeon,장안면
43720330,Maro-myeon,마로면
43720340,Tanbu-myeon,탄부면
43720350,Samseung-myeon,삼승면
43720360,Suhan-myeon,수한면
43720370,Hoenam-myeon,회남면
43720385,Hoein-myeon,회인면
43720390,Naebuk-myeon,내북면
43720400,Sanoe-myeon,산외면
43730250,Okcheon-eup,옥천읍
43730310,Dongi-myeon,동이면
43730320,Annam-myeon,안남면
43730330,Annae-myeon,안내면
43730340,Cheongseong-myeon,청성면
43730350,Cheongsan-myeon,청산면
43730360,Iwon-myeon,이원면
43730370,Gunseo-myeon,군서면
43730380,Gunbuk-myeon,군북면
43740250,Yeongdong-eup,영동읍
43740310,Yongsan-myeon,용산면
43740320,Hwanggan-myeon,황간면
43740335,Chupungnyeong-myeon,추풍령면
43740340,Maegok-myeon,매곡면
43740350,Sangchon-myeon,상촌면
43740360,Yanggang-myeon,양강면
43740370,Yonghwa-myeon,용화면
43740380,Haksan-myeon,학산면
43740390,Yangsan-myeon,양산면
43740400,Simcheon-myeon,심천면
43745250,Jeungpyeong-eup,증평읍
43745310,Doan-myeon,도안면
43750250,Jincheon-eup,진천읍
43750253,Deoksan-eup,덕산읍
43750320,Chopyeong-myeon,초평면
43750330,Munbaek-myeon,문백면
43750340,Baekgok-myeon,백곡면
43750350,Iwol-myeon,이월면
43750370,Gwanghyewon-myeon,광혜원면
43760250,Goesan-eup,괴산읍
43760310,Gammul-myeon,감물면
43760320,Jangyeon-myeon,장연면
43760330,Yeonpung-myeon,연풍면
43760340,Chilseong-myeon,칠성면
43760350,Mungwang-myeon,문광면
43760360,Cheongcheon-myeon,청천면
43760370,Cheongan-myeon,청안면
43760390,Sari-myeon,사리면
43760400,Sosu-myeon,소수면
43760410,Buljeong-myeon,불정면
43770250,Eumseong-eup,음성읍
43770253,Geumwang-eup,금왕읍
43770310,Soi-myeon,소이면
43770320,Wonnam-myeon,원남면
43770330,Maedong-myeon,맹동면
43770340,Daeso-myeon,대소면
43770350,Samseong-myeon,삼성면
43770360,Saenggeuk-myeon,생극면
43770370,Gamgok-myeon,감곡면
43800250,Danyang-eup,단양읍
43800253,Maepo-eup,매포읍
43800310,Daegang-myeon,대강면
43800320,Gagok-myeon,가곡면
43800330,Yeongchun-myeon,영춘면
43800340,Eosangcheon-myeon,어상천면
43800350,Jeokseong-myeon,적성면
43800360,Danseong-myeon,단성면
44131101,Daeheung-dong,대흥동
44131102,Seonghwang-dong,성황동
44131103,Munhwa-dong,문화동
44131104,Sajik-dong,사직동
44131105,Yeongseong-dong,영성동
44131106,Oryong-dong,오룡동
44131107,Wonseong-dong,원성동
44131108,Guseong-dong,구성동
44131109,Cheongsu-dong,청수동
44131110,Samnyong-dong,삼룡동
44131111,Cheongdang-dong,청당동
44131112,Yuryang-dong,유량동
44131113,Bongmyeong-dong,봉명동
44131114,Daga-dong,다가동
44131115,Yonggok-dong,용곡동
44131116,Sinbang-dong,신방동
44131117,Ssangyong-dong,쌍용동
44131118,Sinbu-dong,신부동
44131119,Anseo-dong,안서동
44131120,Guryong-dong,구룡동
44131250,Mokcheon-eup,목천읍
44131310,Pungse-myeon,풍세면
44131320,Gwangdeok-myeon,광덕면
44131330,Buk-myeon,북면
44131340,Seongnam-myeon,성남면
44131350,Susin-myeon,수신면
44131360,Byeongcheon-myeon,병천면
44131370,Dong-myeon,동면
44133101,Wachon-dong,와촌동
44133102,Seongjeong-dong,성정동
44133103,Baekseok-dong,백석동
44133104,Dujeong-dong,두정동
44133105,Seongseong-dong,성성동
44133106,Chaam-dong,차암동
44133107,Ssangyong-dong,쌍용동
44133108,Buldang-dong,불당동
44133109,Eopseong-dong,업성동
44133110,Sindang-dong,신당동
44133111,Budae-dong,부대동
44133250,Seonghwan-eup,성환읍
44133253,Seonggeo-eup,성거읍
44133256,Jiksan-eup,직산읍
44133310,Ipjang-myeon,입장면
44150101,Banjuk-dong,반죽동
44150102,Bonghwang-dong,봉황동
44150103,Junghak-dong,중학동
44150104,Jung-dong,중동
44150105,Sanseong-dong,산성동
44150106,Gyo-dong,교동
44150107,Ungjin-dong,웅진동
44150108,Geumseong-dong,금성동
44150109,Ongnyong-dong,옥룡동
44150110,Geumhak-dong,금학동
44150111,Bongjeong-dong,봉정동
44150112,Jumi-dong,주미동
44150113,Taebong-dong,태봉동
44150114,Ogok-dong,오곡동
44150115,Singi-dong,신기동
44150116,Sohak-dong,소학동
44150117,Sangwang-dong,상왕동
44150118,Mureung-dong,무릉동
44150119,Wolsong-dong,월송동
44150120,Singwan-dong,신관동
44150121,Geumheung-dong,금흥동
44150122,Ssangsin-dong,쌍신동
44150123,Wolmi-dong,월미동
44150124,Geomsang-dong,검상동
44150125,Seokjangri-dong,석장리동
44150126,Songseon-dong,송선동
44150127,Donghyeon-dong,동현동
44150250,Yugu-eup,유구읍
44150310,Iin-myeon,이인면
44150320,Tancheon-myeon,탄천면
44150330,Gyeryong-myeon,계룡면
44150340,Banpo-myeon,반포면
44150360,Uidang-myeon,의당면
44150370,Jeongan-myeon,정안면
44150380,Useong-myeon,우성면
44150390,Sagok-myeon,사곡면
44150400,Sinpung-myeon,신풍면
44180101,Daecheon-dong,대천동
44180102,Jukjeong-dong,죽정동
44180103,Hwasan-dong,화산동
44180104,Dongdae-dong,동대동
44180105,Myeongcheon-dong,명천동
44180106,Gungchon-dong,궁촌동
44180107,Naehang-dong,내항동
44180108,Namgok-dong,남곡동
44180109,Yoam-dong,요암동
44180110,Sinheuk-dong,신흑동
44180250,Ungcheon-eup,웅천읍
44180310,Jupo-myeon,주포면
44180320,Ocheon-myeon,오천면
44180330,Cheonbuk-myeon,천북면
44180340,Cheongso-myeon,청소면
44180350,Cheongna-myeon,청라면
44180360,Nampo-myeon,남포면
44180380,Jusan-myeon,주산면
44180390,Misan-myeon,미산면
44180400,Seongju-myeon,성주면
44180410,Jugyo-myeon,주교면
44200101,Oncheon-dong,온천동
44200102,Sirok-dong,실옥동
44200103,Bangchuk-dong,방축동
44200104,Gisan-dong,기산동
44200105,Chosa-dong,초사동
44200106,Sinin-dong,신인동
44200107,Beopgok-dong,법곡동
44200108,Jangjon-dong,장존동
44200109,Jwabu-dong,좌부동
44200110,Eumnae-dong,읍내동
44200111,Punggi-dong,풍기동
44200112,Yonghwa-dong,용화동
44200113,Mojong-dong,모종동
44200114,Gwongok-dong,권곡동
44200115,Baemi-dong,배미동
44200116,Deuksan-dong,득산동
44200117,Jeomnyang-dong,점양동
44200118,Sin-dong,신동
44200119,Nam-dong,남동
44200250,Yeomchi-eup,염치읍
44200253,Baebang-eup,배방읍
44200310,Songak-myeon,송악면
44200330,Tangjeong-myeon,탕정면
44200350,Eumbong-myeon,음봉면
44200360,Dunpo-myeon,둔포면
44200370,Yeongin-myeon,영인면
44200380,Inju-myeon,인주면
44200390,Seonjang-myeon,선장면
44200400,Dogo-myeon,도고면
44200410,Sinchang-myeon,신창면
44210101,Eumnae-dong,읍내동
44210102,Dongmun-dong,동문동
44210103,Galsan-dong,갈산동
44210104,Onseok-dong,온석동
44210105,Jamhong-dong,잠홍동
44210106,Suseok-dong,수석동
44210107,Seongnim-dong,석림동
44210108,Seongnam-dong,석남동
44210109,Yecheon-dong,예천동
44210110,Jukseong-dong,죽성동
44210111,Yangdae-dong,양대동
44210112,Onam-dong,오남동
44210113,Jang-dong,장동
44210114,Deokjicheon-dong,덕지천동
44210250,Daesan-eup,대산읍
44210310,Inji-myeon,인지면
44210320,Buseok-myeon,부석면
44210330,Palbong-myeon,팔봉면
44210340,Jigok-myeon,지곡면
44210360,Seongyeon-myeon,성연면
44210370,Eumam-myeon,음암면
44210380,Unsan-myeon,운산면
44210390,Haemi-myeon,해미면
44210400,Gobuk-myeon,고북면
44230101,Hwaji-dong,화지동
44230102,Banwol-dong,반월동
44230103,Daegyo-dong,대교동
44230104,Buchang-dong,부창동
44230105,Chwiam-dong,취암동
44230106,Deunghwa-dong,등화동
44230107,Jisan-dong,지산동
44230108,Deokji-dong,덕지동
44230109,Nae-dong,내동
44230110,Gangsan-dong,강산동
44230111,Gwanchok-dong,관촉동
44230250,Ganggyeong-eup,강경읍
44230253,Yeonmu-eup,연무읍
44230310,Seongdong-myeon,성동면
44230320,Gwangseok-myeon,광석면
44230330,Noseong-myeon,노성면
44230340,Sangwol-myeon,상월면
44230350,Bujeok-myeon,부적면
44230360,Yeonsan-myeon,연산면
44230380,Beolgok-myeon,벌곡면
44230390,Yangchon-myeon,양촌면
44230400,Gayagok-myeon,가야곡면
44230410,Eunjin-myeon,은진면
44230420,Chaeun-myeon,채운면
44250101,Geumam-dong,금암동
44250310,Duma-myeon,두마면
44250315,Umsa-myeon,엄사면
44250330,Sindoan-myeon,신도안면
44270101,Eumnae-dong,읍내동
44270102,Chae-un-dong,채운동
44270103,Udu-dong,우두동
44270104,Wondang-dong,원당동
44270105,Sigok-dong,시곡동
44270106,Sucheong-dong,수청동
44270107,Daedeok-dong,대덕동
44270108,Haengjeong-dong,행정동
44270109,Yongyeon-dong,용연동
44270110,Sagiso-dong,사기소동
44270111,Guryong-dong,구룡동
44270250,Hapdeok-eup,합덕읍
44270253,Songak-eup,송악읍
44270310,Godae-myeon,고대면
44270320,Seongmun-myeon,석문면
44270330,Daehoji-myeon,대호지면
44270340,Jeongmi-myeon,정미면
44270350,Myeoncheon-myeon,면천면
44270360,Sunseong-myeon,순성면
44270370,Ugang-myeon,우강면
44270380,Sinpyeong-myeon,신평면
44270390,Songsan-myeon,송산면
44710250,Geumsan-eup,금산읍
44710310,Geumseong-myeon,금성면
44710320,Jewon-myeon,제원면
44710330,Buri-myeon,부리면
44710340,Gunbuk-myeon,군북면
44710350,Namil-myeon,남일면
44710360,Nami-myeon,남이면
44710370,Jinsan-myeon,진산면
44710380,Boksu-myeon,복수면
44710390,Chubu-myeon,추부면
44760250,Buyeo-eup,부여읍
44760310,Gyuam-myeon,규암면
44760320,Eunsan-myeon,은산면
44760330,Oesan-myeon,외산면
44760340,Naesan-myeon,내산면
44760350,Guryong-myeon,구룡면
44760360,Hongsan-myeon,홍산면
44760370,Oksan-myeon,옥산면
44760380,Nam-myeon,남면
44760390,Chunghwa-myeon,충화면
44760400,Yanghwa-myeon,양화면
44760410,Imcheon-myeon,임천면
44760420,Jangam-myeon,장암면
44760430,Sedo-myeon,세도면
44760440,Seokseong-myeon,석성면
44760450,Chochon-myeon,초촌면
44770250,Janghang-eup,장항읍
44770253,Seocheon-eup,서천읍
44770310,Maseo-myeon,마서면
44770320,Hwayang-myeon,화양면
44770330,Gisan-myeon,기산면
44770340,Hansan-myeon,한산면
44770350,Masan-myeon,마산면
44770360,Sicho-myeon,시초면
44770370,Munsan-myeon,문산면
44770380,Pangyo-myeon,판교면
44770390,Jongcheon-myeon,종천면
44770400,Biin-myeon,비인면
44770410,Seo-myeon,서면
44790250,Cheongyang-eup,청양읍
44790310,Ungok-myeon,운곡면
44790320,Daechi-myeon,대치면
44790330,Jeongsan-myeon,정산면
44790340,Mok-myeon,목면
44790350,Cheongnam-myeon,청남면
44790360,Jangpyeong-myeon,장평면
44790370,Namyang-myeon,남양면
44790380,Hwaseong-myeon,화성면
44790390,Bibong-myeon,비봉면
44800250,Hongseong-eup,홍성읍
44800253,Gwangcheon-eup,광천읍
44800256,Hongbuk-eup,홍북읍
44800320,Geumma-myeon,금마면
44800330,Hongdong-myeon,홍동면
44800340,Janggok-myeon,장곡면
44800350,Eunha-myeon,은하면
44800360,Gyeolseong-myeon,결성면
44800370,Seobu-myeon,서부면
44800380,Galsan-myeon,갈산면
44800390,Guhang-myeon,구항면
44810250,Yesan-eup,예산읍
44810253,Sapgyo-eup,삽교읍
44810310,Daesul-myeon,대술면
44810320,Sinyang-myeon,신양면
44810330,Gwangsi-myeon,광시면
44810340,Daeheung-myeon,대흥면
44810350,Eungbong-myeon,응봉면
44810360,Deoksan-myeon,덕산면
44810370,Bongsan-myeon,봉산면
44810380,Godeok-myeon,고덕면
44810390,Sinam-myeon,신암면
44810400,Oga-myeon,오가면
44825250,Taean-eup,태안읍
44825253,Anmyeon-eup,안면읍
44825310,Gonam-myeon,고남면
44825320,Nam-myeon,남면
44825330,Geunheung-myeon,근흥면
44825340,Sowon-myeon,소원면
44825350,Wonbuk-myeon,원북면
44825360,Iwon-myeon,이원면
45111101,Jungang-dong 1(il)-ga,중앙동1가
45111102,Jungang-dong 2(i)-ga,중앙동2가
45111103,Jungang-dong 3(sam)-ga,중앙동3가
45111104,Jungang-dong 4(sa)-ga,중앙동4가
45111105,Gyeongwon-dong 1(il)-ga,경원동1가
45111106,Gyeongwon-dong 2(i)-ga,경원동2가
45111107,Gyeongwon-dong 3(sam)-ga,경원동3가
45111108,Pungnam-dong 1(il)-ga,풍남동1가
45111109,Pungnam-dong 2(i)-ga,풍남동2가
45111110,Pungnam-dong 3(sam)-ga,풍남동3가
45111111,Jeon-dong,전동
45111112,Jeon-dong 3(sam)-ga,전동3가
45111113,Daga-dong 1(il)-ga,다가동1가
45111114,Daga-dong 2(i)-ga,다가동2가
45111115,Daga-dong 3(sam)-ga,다가동3가
45111116,Daga-dong 4(sa)-ga,다가동4가
45111117,Gosa-dong,고사동
45111118,Gyo-dong,교동
45111119,Taepyeong-dong,태평동
45111120,Jungnosong-dong,중노송동
45111121,Namnosong-dong,남노송동
45111122,Dongwansan-dong,동완산동
45111123,Seowansan-dong 1(il)-ga,서완산동1가
45111124,Seowansan-dong 2(i)-ga,서완산동2가
45111125,Dongseohak-dong,동서학동
45111126,Seoseohak-dong,서서학동
45111127,Junghwasan-dong 1(il)-ga,중화산동1가
45111128,Junghwasan-dong 2(i)-ga,중화산동2가
45111129,Seosin-dong,서신동
45111130,Seokgu-dong,석구동
45111131,Wondang-dong,원당동
45111132,Pyeonghwa-dong 1(il)-ga,평화동1가
45111133,Pyeonghwa-dong 2(i)-ga,평화동2가
45111134,Pyeonghwa-dong 3(sam)-ga,평화동3가
45111135,Jungin-dong,중인동
45111136,Yongbok-dong,용복동
45111137,Samcheon-dong 1(il)-ga,삼천동1가
45111138,Samcheon-dong 2(i)-ga,삼천동2가
45111139,Samcheon-dong 3(sam)-ga,삼천동3가
45111140,Hyoja-dong 1(il)-ga,효자동1가
45111141,Hyoja-dong 2(i)-ga,효자동2가
45111142,Hyoja-dong 3(sam)-ga,효자동3가
45111143,Daeseong-dong,대성동
45111144,Saekjang-dong,색장동
45111145,Sangnim-dong,상림동
45111147,Seonosong-dong,서노송동
45113102,Jinbuk-dong,진북동
45113103,Inhu-dong 1(il)-ga,인후동1가
45113104,Inhu-dong 2(i)-ga,인후동2가
45113105,Deokjin-dong 1(il)-ga,덕진동1가
45113106,Deokjin-dong 2(i)-ga,덕진동2가
45113107,Geumam-dong,금암동
45113108,Palbok-dong 1(il)-ga,팔복동1가
45113109,Palbok-dong 2(i)-ga,팔복동2가
45113110,Palbok-dong 3(sam)-ga,팔복동3가
45113111,Sanjeong-dong,산정동
45113112,Geumsang-dong,금상동
45113113,Ua-dong 1(il)-ga,우아동1가
45113114,Ua-dong 2(i)-ga,우아동2가
45113115,Ua-dong 3(sam)-ga,우아동3가
45113116,Hoseong-dong 1(il)-ga,호성동1가
45113117,Hoseong-dong 2(i)-ga,호성동2가
45113118,Hoseong-dong 3(sam)-ga,호성동3가
45113119,Jeonmi-dong 1(il)-ga,전미동1가
45113120,Jeonmi-dong 2(i)-ga,전미동2가
45113121,Songcheon-dong 1(il)-ga,송천동1가
45113122,Songcheon-dong 2(i)-ga,송천동2가
45113123,Banwol-dong,반월동
45113124,Hwajeon-dong,화전동
45113125,Yongjeong-dong,용정동
45113126,Seongdeok-dong,성덕동
45113127,Won-dong,원동
45113129,Gorang-dong,고랑동
45113130,Yeoui-dong,여의동
45113131,Manseong-dong,만성동
45113132,Jang-dong,장동
45113133,Palbok-dong 4(sa)-ga,팔복동4가
45113134,Dodo-dong,도도동
45113135,Gangheung-dong,강흥동
45113136,Dodeok-dong,도덕동
45113137,Namjeong-dong,남정동
45113138,Jung-dong,중동
45113139,Yeoui-dong 2(i)-ga,여의동2가
45130101,Haemang-dong,해망동
45130102,Sinheung-dong,신흥동
45130103,Geum-dong,금동
45130104,Wolmyeong-dong,월명동
45130105,Sinchang-dong,신창동
45130106,Oryong-dong,오룡동
45130107,Geumgwang-dong,금광동
45130108,Sinpung-dong,신풍동
45130109,Songpung-dong,송풍동
45130110,Munhwa-dong,문화동
45130111,Samhak-dong,삼학동
45130112,Seonyang-dong,선양동
45130113,Dunyul-dong,둔율동
45130114,Changseong-dong,창성동
45130115,Myeongsan-dong,명산동
45130116,Songchang-dong,송창동
45130117,Gaebok-dong,개복동
45130118,Jungangno 1(il)-ga,중앙로1가
45130119,Yeonghwa-dong,영화동
45130120,Jangmi-dong,장미동
45130121,Jungangno 2(i)-ga,중앙로2가
45130122,Yeong-dong,영동
45130123,Sinyeong-dong,신영동
45130124,Jukseong-dong,죽성동
45130125,Pyeonghwa-dong,평화동
45130126,Jungangno 3(sam)-ga,중앙로3가
45130127,Daemyeong-dong,대명동
45130128,Jangjae-dong,장재동
45130129,Miwon-dong,미원동
45130130,Jung-dong,중동
45130131,Geumam-dong,금암동
45130132,Dongheungnam-dong,동흥남동
45130133,Seoheungnam-dong,서흥남동
45130134,Jochon-dong,조촌동
